videoId,query,title,description,publishedAt,channelTitle,viewCount,likeCount,commentCount,duration,viewCount_norm,likeCount_norm,commentCount_norm,virality_score
ZON_hjLRn0M,RHONairobi,This is the quote Vera Sidika lives by. #Shorts #RHONairobi #PulseKenya,,2023-03-26T15:00:20Z,Pulse Live Kenya,1184,13,0,PT13S,0.006862296203133241,0.008469055374592834,0.0,0.006234641565528153
3KNLC_xdZEQ,"""Real Housewives Nairobi""",Meet Mwaniki Mageria: The Mind behind Real Housewives of Nairobi - Just Angie,"From the decades old Sunflower Kids Club to Real Housewives of Nairobi, Mwaniki Mageria has been contributing to the Kenyan Entertainment scene for a long time. Enjoy this conversation on the Just Angie YouTube Channel 

Like, Share, Comment & SUBSCRIBE here 
http://www.youtube.com/c/JustAngie",2023-03-24T07:49:40Z,Just Angie,824,17,0,PT51S,0.0047757872224508365,0.011074918566775244,0.0,0.005634201975164312
RcIVzdjzTKA,RHONairobi trailer,Real housewives of Nairobi trailer ft Vera Sidika,#shorts #showmax #verasidika #realhousewivesofnairobi,2023-02-03T14:24:13Z,Jennifer Njeri,1147,9,0,PT30S,0.006647849446785327,0.005863192182410423,0.0,0.005454507713673802
1ri1nAjL0UQ,RHONairobi,Dr . Catherine on Real Housewives Of Nairobi #fashion #rhonairobi,,2023-03-23T10:20:14Z,D & R Studios,908,14,0,PT21S,0.005262639317943398,0.009120521172638436,0.0,0.005437713883925647
MSPBal_RbII,RHONairobi episode,"Real Housewives of Nairobi: Episode 1 Recap, the drama, beef and fights!",Buzz Central takes a look of how #RHONairobi went down.,2023-03-08T05:02:13Z,Buzz Central Kenya,1083,6,1,PT27M42S,0.006276914516886233,0.003908794788273616,0.003257328990228013,0.005231946755734345
NCP8Nxso3D4,RHONairobi reunion,SEASON FINALE | SHOCKING REUNION REVELATION,"SEASON FINALE | SHOCKING REUNION REVELATION 
#rhonairobi",2023-05-11T20:34:18Z,Adaobi Nnoli,371,7,5,PT17M19S,0.002150263421758811,0.004560260586319218,0.016286644951140065,0.004873219942306101
JpCp71k7v2w,RHONairobi episode,"Real Housewives of Nairobi: Episode 2 Recap, Minne not feeling Sonal and Machakos messiness",The 2nd episode of Real Housewives of Nairobi #RHONairobi was packed with gossip and drama.,2023-03-10T17:15:59Z,Buzz Central Kenya,1287,2,0,PT28M43S,0.0074592696059395955,0.0013029315960912053,0.0,0.004801294662586558
HViE3ub3Ldg,"""Real Housewives of Nairobi""",Real Housewives of Nairobi watch party,,2023-02-25T10:38:55Z,Kylie Achieng,879,7,1,PT8S,0.005094559427832871,0.004560260586319218,0.003257328990228013,0.004685400151813728
1kNJRo5AJ4M,RHONairobi,Our Queen Boss lady Vera #RHONairobi,,2023-02-20T15:34:07Z,D & R Studios,820,10,0,PT23S,0.004752603789332143,0.006514657980456026,0.0,0.004480226768713292
pdRuxJrYq94,"""Real Housewives Nairobi""",The new cast of The Real Housewives of Nairobi - Farah Esmail,"Connect with #PulseLiveKenya #PulseEvents #RHON #TheRealHousewivesofNairobi
» Read & Watch via our Website: https://www.pulselive.co.ke/
» Like us on Facebook: http://bit.ly/PulseLiveFacebook 
» Follow us on Instagram: http://bit.ly/PulseLiveInstagram
» Tweet us on Twitter: http://bit.ly/PulseLiveTwitter",2024-05-11T11:00:42Z,Pulse Live Kenya,717,12,0,PT1M,0.004155630386525788,0.007817589576547232,0.0,0.0044477756260522805
a5TgFdrGFFo,RHONairobi,Minnie our serial entrepreneur #RHONairobi,,2023-02-20T15:32:41Z,D & R Studios,576,12,1,PT23S,0.003338414369091847,0.007817589576547232,0.003257328990228013,0.004446045364126118
7utz0YAwJ7k,RHONairobi,Sonal gracing us at #RHONairobi,,2023-02-20T15:31:43Z,D & R Studios,619,13,0,PT22S,0.003587636275117801,0.008469055374592834,0.0,0.004269845608718889
dJ7WOsz_VwQ,RHONairobi,The Real Housewives of Nairobi Season 2 Episode 2 #review #rhonairobi,"Dr C said I said what I said

Instagram:Therealitjam/millahyassin
Twitter: Therealityjam
Tiktok: Therealityjam",2024-05-19T13:00:19Z,The Reality Jam,304,7,4,PT23M43S,0.001761940917020697,0.004560260586319218,0.013029315960912053,0.0041516270909290305
C0h_kNBolSI,RHONairobi,#realitytv #rhonairobi #verasidika #farrahesmail #youtubemadeforyou #foryou #youtubeshorts,,2024-05-09T09:55:20Z,Reality Tv Africa,583,12,0,PT12S,0.0033789853770495606,0.007817589576547232,0.0,0.003981788620366545
hcLPHxf9e8s,RHONairobi,"RHONairobi star Dr Catherine Masitsa on building her business empire, battling alopecia & marriage","Real Housewives of Nairobi Star Dr Catherine Masitsa sat down with Buzz Central and talked about building her business empire, battling alopecia and the secret to a long marriage.",2023-04-19T07:03:17Z,Buzz Central Kenya,505,12,0,PT1H15M19S,0.0029269084312350396,0.007817589576547232,0.0,0.0037105424528778314
NT2Av3dAr6M,RHONairobi trailer,Showmax Mobile | Watch RHON On Showmax,"Are you a #RHONairobi fan and a Safaricom customer? Then we’ve got great news! Click on https://shw.mx/2Safcom today to subscribe to Showmax and get 1GB extra data. Watch all the Real Housewives drama plus the latest series, movies and more from only KSh 299 monthly.",2023-03-17T06:51:00Z,Safaricom PLC,779,6,0,PT49S,0.004514973599865536,0.003908794788273616,0.0,0.0036861828569877252
