author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,text,language
@swapnildhabekar8680,Bhaiyo..fir se ek video banao OMG2 nd Guns nd Gulabs ke trailer pe..,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,1,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,bhaiyo..fir se ek video banao omg2 nd guns nd gulabs ke trailer pe..,bhaiyo..fir se ek video banao omg2 nd guns nd gulabs ke trailer pe..,Hinglish
@ankitrajbachchan,Sarkari babu lag rahe,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,sarkari babu lag rahe,sarkari babu lag rahe,Hinglish
@tanayhadge1870,Growth overall dikhti hai ,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,growth overall dikhti hai,growth overall dikhti hai,Hinglish
@Binod273,"How much falsehood, fraud, negativity has been shown in this series. And the name is Made in Heaven?! What a contradiction! Any relationship should be based on truth. A relationship should be started by telling the whole truth. Lying, cheating, hiding is wrong. This series is full of negativity.",5,https://www.youtube.com/watch?v=zYHBYVAnaIY,0,Made In Heaven Season 2 Explained In Hindi | Episode 1 & 2 Explained | Movies With Shoaib,comment,3,"how much falsehood, fraud, negativity has been shown in this series. and the name is made in heaven?! what a contradiction! any relationship should be based on truth. a relationship should be started by telling the whole truth. lying, cheating, hiding is wrong. this series is full of negativity.","how much falsehood, fraud, negativity has been shown in this series. and the name is made in heaven?! what a contradiction! any relationship should be based on truth. a relationship should be started by telling the whole truth. lying, cheating, hiding is wrong. this series is full of negativity.",Hinglish
@raja-jl9os,@@mee.__ zyda se zyda 30 saal tak kaam kregi fir chod degi because industry ko young girls chiye hota h just like sonam kapur,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,reply,0,@@mee.__ zyda se zyda 30 saal tak kaam kregi fir chod degi because industry ko young girls chiye hota h just like sonam kapur,@@mee.__ zyda se zyda 30 saal tak kaam kregi fir chod degi because industry ko young girls chiye hota h just like sonam kapur,Hinglish
@raja-jl9os,@@mee.__  India movies ki sabse badi problem h song and dance  bich bich m nachne gane lagte achi movie ko slow kar dete h,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,reply,0,@@mee.__ india movies ki sabse badi problem h song and dance bich bich m nachne gane lagte achi movie ko slow kar dete h,@@mee.__ india movies ki sabse badi problem h song and dance bich bich m nachne gane lagte achi movie ko slow kar dete h,Hinglish
@dilsedesi1704,"So true. I also admire that they tried but I just can't stand when someone butchers Punjabi.
Jive ki hona chahida si Inni chheti kive aa gayi. Aur tenu di jagah Tuhanu, kyonki vo apni ma de nal gal kar rahi si. Also the bhul sound uhhh.",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,3,"so true. i also admire that they tried but i just can't stand when someone butchers punjabi. jive ki hona chahida si inni chheti kive aa gayi. aur tenu di jagah tuhanu, kyonki vo apni ma de nal gal kar rahi si. also the bhul sound uhhh.","so true. i also admire that they tried but i just can't stand when someone butchers punjabi. jive ki hona chahida si inni chheti kive aa gayi. aur tenu di jagah tuhanu, kyonki vo apni ma de nal gal kar rahi si. also the bhul sound uhhh.",Hinglish
@thanosalien2526,Arey movie hai bhai...dekh lo.,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,arey movie hai bhai...dekh lo.,arey movie hai bhai...dekh lo.,Hinglish
@deonomsubba8765,Funniest was Amitabh Bacchan and Hema Malini as Punjabi Couples and parents to SRK in Veer Zara....but tab casting pe kaun dhyaan deta tha,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,funniest was amitabh bacchan and hema malini as punjabi couples and parents to srk in veer zara....but tab casting pe kaun dhyaan deta tha,funniest was amitabh bacchan and hema malini as punjabi couples and parents to srk in veer zara....but tab casting pe kaun dhyaan deta tha,Hinglish
@harshitsingh7584, @mensxp  arre kux hint toh do,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,reply,0,@mensxp arre kux hint toh do,@mensxp arre kux hint toh do,Hinglish
@vishakhaarya7703, @riteshsahu1008  what are you saying bro? Already after marriage women live with in laws. And if both are single child then that simply means both the families living together respectfully.,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,26,@riteshsahu1008 what are you saying bro? already after marriage women live with in laws. and if both are single child then that simply means both the families living together respectfully.,@riteshsahu1008 what are you saying bro? already after marriage women live with in laws. and if both are single child then that simply means both the families living together respectfully.,Hinglish
@AiHindicomedy2050, @jeeveshbudhia  Aate mein namak aur namak mein aate mein farak hota hain bhai,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,2,@jeeveshbudhia aate mein namak aur namak mein aate mein farak hota hain bhai,@jeeveshbudhia aate mein namak aur namak mein aate mein farak hota hain bhai,Hinglish
@jeeveshbudhia," @anantsharma6365  for me Adil wasn’t wrong either, be it Tara or Adil both do what they think is right. Not al relationships are perfect, I would say most relationships are flawed, and it’s alright, because we can only care to change us and not anyone else. And I don’t judge any person or any character cause we never know what’s in their mind. And while I’m saying this, I mean it, judging is easy but understanding is tough",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,"@anantsharma6365 for me adil wasn’t wrong either, be it tara or adil both do what they think is right. not al relationships are perfect, i would say most relationships are flawed, and it’s alright, because we can only care to change us and not anyone else. and i don’t judge any person or any character cause we never know what’s in their mind. and while i’m saying this, i mean it, judging is easy but understanding is tough","@anantsharma6365 for me adil wasn’t wrong either, be it tara or adil both do what they think is right. not al relationships are perfect, i would say most relationships are flawed, and it’s alright, because we can only care to change us and not anyone else. and i don’t judge any person or any character cause we never know what’s in their mind. and while i’m saying this, i mean it, judging is easy but understanding is tough",Hinglish
@sumanparmar27," @anantsharma6365  or maybe some people justify it NOT because they'll do the same if faced with a similar situation but are actually well aware that they are just two equally flawed fictional characters and they are written according to the real world where we live in which isn't idealistic in the same manner that some people perceive it to be, its not about stooping low but to see that both the characters come from two very different worlds where one had everything and still chose to be wrong and the other basically came from nothing and then chose to resort to wrong means to achieve a better life for themselves and their loved ones, these two can be equally flawed but still one side is more to be blamed than the other cuz privilege makes a difference and people who don't live in a make believe world will definitely have more nuanced approach.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,"@anantsharma6365 or maybe some people justify it not because they'll do the same if faced with a similar situation but are actually well aware that they are just two equally flawed fictional characters and they are written according to the real world where we live in which isn't idealistic in the same manner that some people perceive it to be, its not about stooping low but to see that both the characters come from two very different worlds where one had everything and still chose to be wrong and the other basically came from nothing and then chose to resort to wrong means to achieve a better life for themselves and their loved ones, these two can be equally flawed but still one side is more to be blamed than the other cuz privilege makes a difference and people who don't live in a make believe world will definitely have more nuanced approach.","@anantsharma6365 or maybe some people justify it not because they'll do the same if faced with a similar situation but are actually well aware that they are just two equally flawed fictional characters and they are written according to the real world where we live in which isn't idealistic in the same manner that some people perceive it to be, its not about stooping low but to see that both the characters come from two very different worlds where one had everything and still chose to be wrong and the other basically came from nothing and then chose to resort to wrong means to achieve a better life for themselves and their loved ones, these two can be equally flawed but still one side is more to be blamed than the other cuz privilege makes a difference and people who don't live in a make believe world will definitely have more nuanced approach.",Hinglish
@ridimapinto5500," @jeeveshbudhia  One should not be ashamed for wanting a better life indeed, but if that good life is built on the foundation of cheating and fraud, firstly, it won't even last long, secondly, frauds and cheats eventually get stuck in their own web of lies and manipulation. Besides, who genuinely respects a gold digger that too in Indian society, hahaha, where even the most innocent girls have to face gossip and slander. well, whoever wants to be a gold digger... go for it.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,1,"@jeeveshbudhia one should not be ashamed for wanting a better life indeed, but if that good life is built on the foundation of cheating and fraud, firstly, it won't even last long, secondly, frauds and cheats eventually get stuck in their own web of lies and manipulation. besides, who genuinely respects a gold digger that too in indian society, hahaha, where even the most innocent girls have to face gossip and slander. well, whoever wants to be a gold digger... go for it.","@jeeveshbudhia one should not be ashamed for wanting a better life indeed, but if that good life is built on the foundation of cheating and fraud, firstly, it won't even last long, secondly, frauds and cheats eventually get stuck in their own web of lies and manipulation. besides, who genuinely respects a gold digger that too in indian society, hahaha, where even the most innocent girls have to face gossip and slander. well, whoever wants to be a gold digger... go for it.",Hinglish
@anantsharma6365," @sumanparmar27  IMO the core reason for Adil's cheating is his privilege. He was born with a silver spoon, got everything he ever wanted, most probably got away with every wrong thing he ever did.....that privilege is what made him cheat repeatedly without thinking about the consequences. He is an Ahole bcoz of his privilege but IMO he is inherently not a bad person....key word being inherently. Like he would try to escape consequence if he killed someone in an accident, but he probably won't deliberately try to kill someone & make it look like an accident. On the other hand I consider Tara to be an inherently evil person who will go to any possible means to get what she wants even if it means deliberately killing someone. She is rude to her family just bcoz she thinks now she is better than them just bcoz she belongs to a different social strata of the society. She constantly advises other women to behave in a similar fashion & chase the same things which she did even though those other women are already in a very well to do position in their lives. She is not just a person of her circumstances i.e. poverty, but is inherently problematic. She has that mindset of money being above everything else & she would do anything for it. Similarly Adil has the mindset of ""I am Adil & I can get what I want."" For u it might be different but I consider both of them equally sh*tty. In fact Adil has been shown to feel guilty of his actions in a few scenes, but the only time Tara has been shown to acknowledge her wrong doings is when she became the one who got cheated on. I don't feel sympathetic at all for what Adil gets to go through, but I do feel irritated at Tara almost never facing any consequences for her actions. Just getting divorce from a sh*tty husband is not big enough of a consequence IMO.",451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,0,"@sumanparmar27 imo the core reason for adil's cheating is his privilege. he was born with a silver spoon, got everything he ever wanted, most probably got away with every wrong thing he ever did.....that privilege is what made him cheat repeatedly without thinking about the consequences. he is an ahole bcoz of his privilege but imo he is inherently not a bad person....key word being inherently. like he would try to escape consequence if he killed someone in an accident, but he probably won't deliberately try to kill someone & make it look like an accident. on the other hand i consider tara to be an inherently evil person who will go to any possible means to get what she wants even if it means deliberately killing someone. she is rude to her family just bcoz she thinks now she is better than them just bcoz she belongs to a different social strata of the society. she constantly advises other women to behave in a similar fashion & chase the same things which she did even though those other women are already in a very well to do position in their lives. she is not just a person of her circumstances i.e. poverty, but is inherently problematic. she has that mindset of money being above everything else & she would do anything for it. similarly adil has the mindset of ""i am adil & i can get what i want."" for u it might be different but i consider both of them equally sh*tty. in fact adil has been shown to feel guilty of his actions in a few scenes, but the only time tara has been shown to acknowledge her wrong doings is when she became the one who got cheated on. i don't feel sympathetic at all for what adil gets to go through, but i do feel irritated at tara almost never facing any consequences for her actions. just getting divorce from a sh*tty husband is not big enough of a consequence imo.","@sumanparmar27 imo the core reason for adil's cheating is his privilege. he was born with a silver spoon, got everything he ever wanted, most probably got away with every wrong thing he ever did.....that privilege is what made him cheat repeatedly without thinking about the consequences. he is an ahole bcoz of his privilege but imo he is inherently not a bad person....key word being inherently. like he would try to escape consequence if he killed someone in an accident, but he probably won't deliberately try to kill someone & make it look like an accident. on the other hand i consider tara to be an inherently evil person who will go to any possible means to get what she wants even if it means deliberately killing someone. she is rude to her family just bcoz she thinks now she is better than them just bcoz she belongs to a different social strata of the society. she constantly advises other women to behave in a similar fashion & chase the same things which she did even though those other women are already in a very well to do position in their lives. she is not just a person of her circumstances i.e. poverty, but is inherently problematic. she has that mindset of money being above everything else & she would do anything for it. similarly adil has the mindset of ""i am adil & i can get what i want."" for u it might be different but i consider both of them equally sh*tty. in fact adil has been shown to feel guilty of his actions in a few scenes, but the only time tara has been shown to acknowledge her wrong doings is when she became the one who got cheated on. i don't feel sympathetic at all for what adil gets to go through, but i do feel irritated at tara almost never facing any consequences for her actions. just getting divorce from a sh*tty husband is not big enough of a consequence imo.",Hinglish
@a_dil_dewana,Phele yeh dhek leta hu fir jakar Anmol aur Shan bhai ka podcast dhekunga ,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,2,phele yeh dhek leta hu fir jakar anmol aur shan bhai ka podcast dhekunga,phele yeh dhek leta hu fir jakar anmol aur shan bhai ka podcast dhekunga,Hinglish
@spititout12,Mene first season bhi nahi dekha ,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,2,Made In Heaven Season 2 Review : The Truth!,comment,23,mene first season bhi nahi dekha,mene first season bhi nahi dekha,Hinglish
@deepanshu17200,"I am still finding the logic  Government is not stupid that they will fall in this matter....and by the way there is not any rule that Girls after marriage cannot live with their parents, they can if they want ‍♂️‍♂️",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,12,"i am still finding the logic government is not stupid that they will fall in this matter....and by the way there is not any rule that girls after marriage cannot live with their parents, they can if they want ‍♂️‍♂️","i am still finding the logic government is not stupid that they will fall in this matter....and by the way there is not any rule that girls after marriage cannot live with their parents, they can if they want ‍♂️‍♂️",Hinglish
@ananyapramanick5325,"​ @vishakhaarya7703  that's what I plan Dono ki mummy papa ko sath rakhenge ,,  mere mummy kehete hai woh mere bina reh hi nahi payenge",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,2,"​ @vishakhaarya7703 that's what i plan dono ki mummy papa ko sath rakhenge ,, mere mummy kehete hai woh mere bina reh hi nahi payenge","​ @vishakhaarya7703 that's what i plan dono ki mummy papa ko sath rakhenge ,, mere mummy kehete hai woh mere bina reh hi nahi payenge",Hinglish
@MeraBaapHaiTu31,Also a law for not giving half property to the women after divorce if the man is a single child of his parents,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,2,also a law for not giving half property to the women after divorce if the man is a single child of his parents,also a law for not giving half property to the women after divorce if the man is a single child of his parents,Hinglish
@vishakhaarya7703, @kaalvinash6461  but what if husband is also single child ?? And also it's very difficult to find a ghar jamai.,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,@kaalvinash6461 but what if husband is also single child ?? and also it's very difficult to find a ghar jamai.,@kaalvinash6461 but what if husband is also single child ?? and also it's very difficult to find a ghar jamai.,Hinglish
@kaalvinash6461, @vishakhaarya7703  fir kuch nhi kiya ja sakta.... Agar ladka single child hai tho usse har haal mai apne maa baap ke paas rhana hai .....,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,@vishakhaarya7703 fir kuch nhi kiya ja sakta.... agar ladka single child hai tho usse har haal mai apne maa baap ke paas rhana hai .....,@vishakhaarya7703 fir kuch nhi kiya ja sakta.... agar ladka single child hai tho usse har haal mai apne maa baap ke paas rhana hai .....,Hinglish
@kaalvinash6461, @vishakhaarya7703  garh jamai dundhna kyo muskil hai ye bhi pta hoga apko ... Ladki ke garh ladke ko kabhi vho izzat nhi milti,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,@vishakhaarya7703 garh jamai dundhna kyo muskil hai ye bhi pta hoga apko ... ladki ke garh ladke ko kabhi vho izzat nhi milti,@vishakhaarya7703 garh jamai dundhna kyo muskil hai ye bhi pta hoga apko ... ladki ke garh ladke ko kabhi vho izzat nhi milti,Hinglish
@vishakhaarya7703, @kaalvinash6461  yes definitely and i am saying that agar dono single child to dono ki families sath rhe ek ghar me with equality,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,2,@kaalvinash6461 yes definitely and i am saying that agar dono single child to dono ki families sath rhe ek ghar me with equality,@kaalvinash6461 yes definitely and i am saying that agar dono single child to dono ki families sath rhe ek ghar me with equality,Hinglish
@vishakhaarya7703, @kaalvinash6461  ladki ko bhi to nhi milti wo bhi to jati h,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,@kaalvinash6461 ladki ko bhi to nhi milti wo bhi to jati h,@kaalvinash6461 ladki ko bhi to nhi milti wo bhi to jati h,Hinglish
@aditigupta9930,"​@deepanshu17200  A woman is legally obligated to move to her husband's house after marriage, otherwise her husband can seek divorce on grounds of cruelty.",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,2,"​@deepanshu17200 a woman is legally obligated to move to her husband's house after marriage, otherwise her husband can seek divorce on grounds of cruelty.","​@deepanshu17200 a woman is legally obligated to move to her husband's house after marriage, otherwise her husband can seek divorce on grounds of cruelty.",Hinglish
@samk6051," @Kvr81  basically in india law is daughter and son in law have equal responsibility of taking care of wife's parents in case they have no other child apart from daughter....
And if daughter is not working it is the son in laws responsibility to take care of wife's parents just as it is his responsibility to take care of his own parents.",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,2,@kvr81 basically in india law is daughter and son in law have equal responsibility of taking care of wife's parents in case they have no other child apart from daughter.... and if daughter is not working it is the son in laws responsibility to take care of wife's parents just as it is his responsibility to take care of his own parents.,@kvr81 basically in india law is daughter and son in law have equal responsibility of taking care of wife's parents in case they have no other child apart from daughter.... and if daughter is not working it is the son in laws responsibility to take care of wife's parents just as it is his responsibility to take care of his own parents.,Hinglish
@Potato-me4wu,​ @vasudhaacharya9242 govt law bnayega tbi chize change hogi,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @vasudhaacharya9242 govt law bnayega tbi chize change hogi,​ @vasudhaacharya9242 govt law bnayega tbi chize change hogi,Hinglish
@Potato-me4wu,​ @riteshsahu1008 law aayega tb thoda emotional mentally affect pdega beshak pura nhi pr thoda sa dar hoga koi jabardasti force nhi krega ldkio ko apne ghar ki madad na krne k liye,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @riteshsahu1008 law aayega tb thoda emotional mentally affect pdega beshak pura nhi pr thoda sa dar hoga koi jabardasti force nhi krega ldkio ko apne ghar ki madad na krne k liye,​ @riteshsahu1008 law aayega tb thoda emotional mentally affect pdega beshak pura nhi pr thoda sa dar hoga koi jabardasti force nhi krega ldkio ko apne ghar ki madad na krne k liye,Hinglish
@Potato-me4wu,​ @jonron3805 ofc son should care for their parent no matter single child or not no girl would be disagree with such stuff gud girl m saying here until in laws are abusive n toxic no bahu will have problem but here living with in laws isn't issue the issue is to provide financial support to ur own parents as daughter,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @jonron3805 ofc son should care for their parent no matter single child or not no girl would be disagree with such stuff gud girl m saying here until in laws are abusive n toxic no bahu will have problem but here living with in laws isn't issue the issue is to provide financial support to ur own parents as daughter,​ @jonron3805 ofc son should care for their parent no matter single child or not no girl would be disagree with such stuff gud girl m saying here until in laws are abusive n toxic no bahu will have problem but here living with in laws isn't issue the issue is to provide financial support to ur own parents as daughter,Hinglish
@Potato-me4wu,​ @kaalvinash6461 ya ya sari izzat to bahu ko milti ha ldke wale k ghar ghar jamai dhundna muskil ha kuki unki itni izzat nhi hoti pr ldkio ko to jala k mar dia jata ha ldke k ghar me unhe useless bnake unke hath pair sb kat dete (as situation) ha taki wo kisi se madad na mang paye then abuse krte rhte ha use krte rhte wo shi ha? Unhe kisi layak nhi chorte bs ghar me saja k ji mummy ji mummy ji khne k liye chor dete ha pr wo palat k apne liye kuch nhi kr skti if she try to do then she is greedy bigdi hui ldki pr ldka sb kr skta ha as jamai tum ldko ko itni maut aarhi ha ldki k ghar jake rhne me jbki ldki wale ldko walo se lakh guna ache hote behavior me b socho ldkio pr kya bit ti ha sexist wale ghar me jana jha sb ek kam wali bai dhund rhe hote ha jo sirf dahez leke aaye pr uski apni koi icha na ho chutia samaz,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @kaalvinash6461 ya ya sari izzat to bahu ko milti ha ldke wale k ghar ghar jamai dhundna muskil ha kuki unki itni izzat nhi hoti pr ldkio ko to jala k mar dia jata ha ldke k ghar me unhe useless bnake unke hath pair sb kat dete (as situation) ha taki wo kisi se madad na mang paye then abuse krte rhte ha use krte rhte wo shi ha? unhe kisi layak nhi chorte bs ghar me saja k ji mummy ji mummy ji khne k liye chor dete ha pr wo palat k apne liye kuch nhi kr skti if she try to do then she is greedy bigdi hui ldki pr ldka sb kr skta ha as jamai tum ldko ko itni maut aarhi ha ldki k ghar jake rhne me jbki ldki wale ldko walo se lakh guna ache hote behavior me b socho ldkio pr kya bit ti ha sexist wale ghar me jana jha sb ek kam wali bai dhund rhe hote ha jo sirf dahez leke aaye pr uski apni koi icha na ho chutia samaz,​ @kaalvinash6461 ya ya sari izzat to bahu ko milti ha ldke wale k ghar ghar jamai dhundna muskil ha kuki unki itni izzat nhi hoti pr ldkio ko to jala k mar dia jata ha ldke k ghar me unhe useless bnake unke hath pair sb kat dete (as situation) ha taki wo kisi se madad na mang paye then abuse krte rhte ha use krte rhte wo shi ha? unhe kisi layak nhi chorte bs ghar me saja k ji mummy ji mummy ji khne k liye chor dete ha pr wo palat k apne liye kuch nhi kr skti if she try to do then she is greedy bigdi hui ldki pr ldka sb kr skta ha as jamai tum ldko ko itni maut aarhi ha ldki k ghar jake rhne me jbki ldki wale ldko walo se lakh guna ache hote behavior me b socho ldkio pr kya bit ti ha sexist wale ghar me jana jha sb ek kam wali bai dhund rhe hote ha jo sirf dahez leke aaye pr uski apni koi icha na ho chutia samaz,Hinglish
@akshitprajapat519,Rehna nahi rehna ye personal dicision hai government ka nahi,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,rehna nahi rehna ye personal dicision hai government ka nahi,rehna nahi rehna ye personal dicision hai government ka nahi,Hinglish
@devyanibadola4376,No law is there to compel a girl to live with her in laws.. why should there be for boys?,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,no law is there to compel a girl to live with her in laws.. why should there be for boys?,no law is there to compel a girl to live with her in laws.. why should there be for boys?,Hinglish
@ShivamSingh-xr5ot,​ @vasudhaacharya9242  OK I understand that what you want to say and you are wright but the is That society interferes in this matter and will make parents feel guilty so government interference might be necessary.,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @vasudhaacharya9242 ok i understand that what you want to say and you are wright but the is that society interferes in this matter and will make parents feel guilty so government interference might be necessary.,​ @vasudhaacharya9242 ok i understand that what you want to say and you are wright but the is that society interferes in this matter and will make parents feel guilty so government interference might be necessary.,Hinglish
@riazghuman8698,"Not only the incorrect and not good spoken Punjabi language, they showed a Sikh family, while they know very well that the Punjabi Sikh / Muslim or Hindu children take good care of their families and espacially Sikhs take care of not only their own family but many other hunders of thousands who need help.
This kind of social drama is far from the reality and leaves very bad after taste, as i am having now.",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,4,"not only the incorrect and not good spoken punjabi language, they showed a sikh family, while they know very well that the punjabi sikh / muslim or hindu children take good care of their families and espacially sikhs take care of not only their own family but many other hunders of thousands who need help. this kind of social drama is far from the reality and leaves very bad after taste, as i am having now.","not only the incorrect and not good spoken punjabi language, they showed a sikh family, while they know very well that the punjabi sikh / muslim or hindu children take good care of their families and espacially sikhs take care of not only their own family but many other hunders of thousands who need help. this kind of social drama is far from the reality and leaves very bad after taste, as i am having now.",Hinglish
@dhoomketu731,Bhai the show picks up pace after the second episode.,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,6,bhai the show picks up pace after the second episode.,bhai the show picks up pace after the second episode.,Hinglish
@user-wv1yt,"Spoiler alert
But I am so happy that this series did not mince words and tried to be all lovey and good in the last episode when the bthe mother dies I am glad that the sun and his friend acknowledges her true nature and calls her by the name she actually deserved. Any mother who does that to her child deserves to be referred as that.",1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,spoiler alert but i am so happy that this series did not mince words and tried to be all lovey and good in the last episode when the bthe mother dies i am glad that the sun and his friend acknowledges her true nature and calls her by the name she actually deserved. any mother who does that to her child deserves to be referred as that.,spoiler alert but i am so happy that this series did not mince words and tried to be all lovey and good in the last episode when the bthe mother dies i am glad that the sun and his friend acknowledges her true nature and calls her by the name she actually deserved. any mother who does that to her child deserves to be referred as that.,Hinglish
@Binod273,"this series is full of disgusting and shit stories. In several stories they have portrayed things like lying,cheating,adultery,smoking,alcohol  etc. just take example. In this series in season 1 episode 2 in that story bride cheated on her husband with some stupid celebrity in party which is just before their marriage. And after some time she regret and with honesty she wanted to tell her (nice guy) husband. But that greedy event manager of their marriage just think about his marriage contract and if marriage breaks then no one will pay to their event company, thats why he stop her from telling truth. What the hell is this!  if you love then be honest! tell the truth and then be in relationship or face consequences firmly. this series is full of shit stories like this.
   How much falsehood, fraud, negativity has been shown in this series. And the name is Made in Heaven?! What a contradiction! Any relationship should be based on truth. A relationship should be started by telling the whole truth. Lying, cheating, hiding is wrong. This series is full of negativity.",1572,https://www.youtube.com/watch?v=_lpxWzvII5k,2,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,4,"this series is full of disgusting and shit stories. in several stories they have portrayed things like lying,cheating,adultery,smoking,alcohol etc. just take example. in this series in season 1 episode 2 in that story bride cheated on her husband with some stupid celebrity in party which is just before their marriage. and after some time she regret and with honesty she wanted to tell her (nice guy) husband. but that greedy event manager of their marriage just think about his marriage contract and if marriage breaks then no one will pay to their event company, thats why he stop her from telling truth. what the hell is this! if you love then be honest! tell the truth and then be in relationship or face consequences firmly. this series is full of shit stories like this. how much falsehood, fraud, negativity has been shown in this series. and the name is made in heaven?! what a contradiction! any relationship should be based on truth. a relationship should be started by telling the whole truth. lying, cheating, hiding is wrong. this series is full of negativity.","this series is full of disgusting and shit stories. in several stories they have portrayed things like lying,cheating,adultery,smoking,alcohol etc. just take example. in this series in season 1 episode 2 in that story bride cheated on her husband with some stupid celebrity in party which is just before their marriage. and after some time she regret and with honesty she wanted to tell her (nice guy) husband. but that greedy event manager of their marriage just think about his marriage contract and if marriage breaks then no one will pay to their event company, thats why he stop her from telling truth. what the hell is this! if you love then be honest! tell the truth and then be in relationship or face consequences firmly. this series is full of shit stories like this. how much falsehood, fraud, negativity has been shown in this series. and the name is made in heaven?! what a contradiction! any relationship should be based on truth. a relationship should be started by telling the whole truth. lying, cheating, hiding is wrong. this series is full of negativity.",Hinglish
