author,comment,commentsCount,pageUrl,replyCount,title,type,voteCount,clean_comment,classification,themes,sentiment,LLM Emotions (parsed),LLM Emotions Confidence,text,language
@raja-jl9os,"Vo log cringe movie m kaam nhi karte h jese ki pathan, dream girl 2 , etc",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,reply,3,"vo log cringe movie m kaam nhi karte h jese ki pathan, dream girl 2 , etc","```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,"Contempt, Disgust",Medium,"vo log cringe movie m kaam nhi karte h jese ki pathan, dream girl 2 , etc",English
@shubhraroyroy1302,Sobhita ki acting itni. Behuda,71,https://www.youtube.com/watch?v=Kwx87P77Whc,0,Order Confirmed: Genda Phool | Made In Heaven Season 2 | #primevideoindia,comment,0,sobhita ki acting itni. behuda,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Contempt, Disgust",Medium,sobhita ki acting itni. behuda,English
@Alizeh_04,Shobhita herself got surgery in real life and. Skin brightening so plzzzzz,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,1,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,shobhita herself got surgery in real life and. skin brightening so plzzzzz,"{
  ""themes"": [""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}",Body & Beauty Standards,Negative,Contempt,High,shobhita herself got surgery in real life and. skin brightening so plzzzzz,English
@AD-dy1hi,Amazing work ma'am! Vulnerability to resilience with definitely more than a tint of grey...Convincing performance!,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,reply,3,amazing work ma'am! vulnerability to resilience with definitely more than a tint of grey...convincing performance!,"```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,"Compassion, Pride",Medium,amazing work ma'am! vulnerability to resilience with definitely more than a tint of grey...convincing performance!,English
@kabirsingh9028,Sure if single daughters are cowards who are afraid of their in laws,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,1,sure if single daughters are cowards who are afraid of their in laws,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,"Contempt, Disgust",Medium,sure if single daughters are cowards who are afraid of their in laws,English
@shivangisingh8991,For the first time someone from Indian series is giving very close boss bitch vibes like that of Jessica Pearson from Suits❤,99,https://www.youtube.com/watch?v=zOd0R4CcZqk,0,Life Lesson: Take Charge! | Made In Heaven Season 2 | Prime Video India,comment,0,for the first time someone from indian series is giving very close boss bitch vibes like that of jessica pearson from suits❤,"{
  ""themes"": [""India Local Culture"", ""Body & Beauty Standards""],
  ""sentiment"": ""Positive""
}","India Local Culture,Body & Beauty Standards",Positive,Pride,High,for the first time someone from indian series is giving very close boss bitch vibes like that of jessica pearson from suits❤,English
@rahul28ish,When weaker sections of society start getting rights they start discriminating against other weaker sections,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,reply,0,when weaker sections of society start getting rights they start discriminating against other weaker sections,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}",Caste / Intersectional,Negative,"Contempt, Disgust",Medium,when weaker sections of society start getting rights they start discriminating against other weaker sections,English
@ManuGill-hd2ev,Punjabi words but Hindi tone,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,0,punjabi words but hindi tone,"{
  ""themes"": [""India Local Culture""],
  ""sentiment"": ""Neutral""
}",India Local Culture,Neutral,Contempt,High,punjabi words but hindi tone,English
@1000subswithoutvideo_challenge,A show which glorifies the character of Tara is actually as problematic as a movie with glorifies Ranbir's character of Rannvijay,54,https://www.youtube.com/watch?v=nZxAmzkHY-E,0,Tara's Sneaky Motive  | Made in Heaven Season 2 | Prime Video India,comment,14,a show which glorifies the character of tara is actually as problematic as a movie with glorifies ranbir's character of rannvijay,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Body & Beauty Standards",Negative,"Contempt, Disgust",Medium,a show which glorifies the character of tara is actually as problematic as a movie with glorifies ranbir's character of rannvijay,English
@halocraze9839,Coz women also like men conform to religious norms rather than fighting them,275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,reply,0,coz women also like men conform to religious norms rather than fighting them,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Neutral""
}",Gender Norms & Dynamics,Neutral,Contempt,High,coz women also like men conform to religious norms rather than fighting them,English
@harshvirsingh8688,Kuch bhi,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,kuch bhi,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Contempt,High,kuch bhi,English
@hritwikbanik6484,"2:20  Ayushman Extra Ordinary Actor noy!?
Article 15
Andhdhun
Chandigarh Kare Ashiqui
An Action Hero
Gulabo Sitabo
Bala
Dum Laga ke Haisha etc.

Prottek ta Character anek alada arektar theke.....
‍♂️‍♂️",58,https://www.youtube.com/watch?v=EVagJvqPG4s,1,"Dream Girl 2,Made in Heaven Season 2,Ghosh Babur Retirement Plan Trailer Review",comment,5,2:20 ayushman extra ordinary actor noy!? article 15 andhdhun chandigarh kare ashiqui an action hero gulabo sitabo bala dum laga ke haisha etc. prottek ta character anek alada arektar theke..... ‍♂️‍♂️,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Pride,High,2:20 ayushman extra ordinary actor noy!? article 15 andhdhun chandigarh kare ashiqui an action hero gulabo sitabo bala dum laga ke haisha etc. prottek ta character anek alada arektar theke..... ‍♂️‍♂️,English
@sharadaragu7906,"Duck lip shobita...camel faced jim it's actually not made in heaven after watching that series we can conclude it's 'made in hell'  
Glorifying illegitimate relationship to be ok,  fake feminism  in each and every episode using f**k for 25 mins and unnecessary sex scenes... waste of time... don't glorify such preposterous show",28,https://www.youtube.com/watch?v=xG5H-r1rPA8,0,"Sobhita Dhulipala, Jim Sarbh & Shashank Arora on Made in Heaven season 2, situationships & more",comment,0,"duck lip shobita...camel faced jim it's actually not made in heaven after watching that series we can conclude it's 'made in hell' glorifying illegitimate relationship to be ok, fake feminism in each and every episode using f**k for 25 mins and unnecessary sex scenes... waste of time... don't glorify such preposterous show","```json
{
  ""themes"": [""Body & Beauty Standards"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}
```","Body & Beauty Standards,Gender Norms & Dynamics",Negative,"Anger, Disgust",Medium,"duck lip shobita...camel faced jim it's actually not made in heaven after watching that series we can conclude it's 'made in hell' glorifying illegitimate relationship to be ok, fake feminism in each and every episode using f**k for 25 mins and unnecessary sex scenes... waste of time... don't glorify such preposterous show",English
@eshagrint,Faiza is an angel. But Adil and Tara are twisted fucks who deserve each other ,54,https://www.youtube.com/watch?v=nZxAmzkHY-E,0,Tara's Sneaky Motive  | Made in Heaven Season 2 | Prime Video India,comment,0,faiza is an angel. but adil and tara are twisted fucks who deserve each other,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Anger, Contempt",Medium,faiza is an angel. but adil and tara are twisted fucks who deserve each other,English
@ishaandixit6936,​ @projectmanagement6540 and a gold digger. I actually felt good for Adil and Faiza in the end. Show failed to bring any kind of empathy towards Tara.,103,https://www.youtube.com/watch?v=F91nUJaonzg,0,"Bitter Sweet Revenge | Made In Heaven S2 | Sobhita Dhulipala, Jim Sarbh, Kalki Koechlin",reply,7,​ @projectmanagement6540 and a gold digger. i actually felt good for adil and faiza in the end. show failed to bring any kind of empathy towards tara.,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Emotional States""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Emotional States",Negative,"Compassion, Contempt",Medium,​ @projectmanagement6540 and a gold digger. i actually felt good for adil and faiza in the end. show failed to bring any kind of empathy towards tara.,English
@devikachoudhary2450,Very well reviewed. Esp story about neelam and sanjay. This act of selfishness where they didn’t gave a fuck about their family. If they loved each other so much then why did they stay in their respective marriages for that long. They cheated on their spouses and it was glorified in the name of love.,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,comment,0,very well reviewed. esp story about neelam and sanjay. this act of selfishness where they didn’t gave a fuck about their family. if they loved each other so much then why did they stay in their respective marriages for that long. they cheated on their spouses and it was glorified in the name of love.,"```json
{
  ""themes"": [""India Local Culture"", ""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}
```","India Local Culture,Gender Norms & Dynamics",Negative,"Anger, Contempt, Disgust",Medium,very well reviewed. esp story about neelam and sanjay. this act of selfishness where they didn’t gave a fuck about their family. if they loved each other so much then why did they stay in their respective marriages for that long. they cheated on their spouses and it was glorified in the name of love.,English
@varunprakash6207,Tara as Sobhita dhupliaya show stealer ,16,https://www.youtube.com/watch?v=oKrH_3hxPwE,0,Will Tara get what she deserves? | Made In Heaven S2 | Prime Video India,comment,5,tara as sobhita dhupliaya show stealer,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Pride,High,tara as sobhita dhupliaya show stealer,English
@Karankumar-s5f,Kitni gandi punjabi boli h,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,0,kitni gandi punjabi boli h,"{
  ""themes"": [""India Local Culture"", ""Body & Beauty Standards""],
  ""sentiment"": ""Negative""
}","India Local Culture,Body & Beauty Standards",Negative,"Contempt, Disgust",Medium,kitni gandi punjabi boli h,English
@vishwajeet531,Ahobhita,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,ahobhita,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,ahobhita,English
@aneeshram4983,"People singing praises on Made in heaven series has problem with Kabir Singh and Animal. Cool  
Peak Hypocrisy ❤",275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,comment,0,people singing praises on made in heaven series has problem with kabir singh and animal. cool peak hypocrisy ❤,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,"Anger, Contempt",Medium,people singing praises on made in heaven series has problem with kabir singh and animal. cool peak hypocrisy ❤,English
@sumanparmar27,​ @deepakkhanna2322  and they didn't especially with Tara's story arch her husband truly deserved what he got at the end and I especially loved how Tara got the upper hand in the end of it all.,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,4,​ @deepakkhanna2322 and they didn't especially with tara's story arch her husband truly deserved what he got at the end and i especially loved how tara got the upper hand in the end of it all.,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Positive""
}",Gender Norms & Dynamics,Positive,"Contempt, Pride",Medium,​ @deepakkhanna2322 and they didn't especially with tara's story arch her husband truly deserved what he got at the end and i especially loved how tara got the upper hand in the end of it all.,English
@akankshajoshi9546,Shobhita PR on job  ,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,shobhita pr on job,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,No emotion,High,shobhita pr on job,English
@meenakshisaini4308,Shobhita was elite in this whole season ,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,1,shobhita was elite in this whole season,"{
  ""themes"": [],
  ""sentiment"": ""Positive""
}",,Positive,Pride,High,shobhita was elite in this whole season,English
@viralgirl6322,Sobita ni hogae . Sb ki bawaseer hogai hy ajeeb barwe hn,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,comment,0,sobita ni hogae . sb ki bawaseer hogai hy ajeeb barwe hn,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,Disgust,High,sobita ni hogae . sb ki bawaseer hogai hy ajeeb barwe hn,English
@manjeetnirala7789,​ @KomalKumari-ch9dz paise doob gye uske,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,0,​ @komalkumari-ch9dz paise doob gye uske,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,"Anger, Disgust",Medium,​ @komalkumari-ch9dz paise doob gye uske,English
@dds6234,​ @shwetashree9779 ,359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,0,​ @shwetashree9779,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,​ @shwetashree9779,English
@pg20xx,Tara and Karan s storyline is wearisome to watch. Its always dark and heavy and gets nowhere. And this season was all about preaching woke agenda -  very in your face and juvenile. I would ve liked to see more of Adil and Faiza.,1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,tara and karan s storyline is wearisome to watch. its always dark and heavy and gets nowhere. and this season was all about preaching woke agenda - very in your face and juvenile. i would ve liked to see more of adil and faiza.,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Anger, Disgust",Medium,tara and karan s storyline is wearisome to watch. its always dark and heavy and gets nowhere. and this season was all about preaching woke agenda - very in your face and juvenile. i would ve liked to see more of adil and faiza.,English
@inderdeepkaur5102,"Oh yes!! Im glad someone spoke about that English overloaded in this series, I mean it was overlaced in every scene almost like a character in itself , It left me confused as it felt so unnatural and unrelatable, Really really despised the last episode it almost felt cringe . Tara’s character needed a proper closure , It seemed morally wrong as well as it seemed it required a bit more expression which would have probably helped audience decipher the real ideation behind the character, Loved Jauhari and Bulbul’s story and wish could watch more of it",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,0,"oh yes!! im glad someone spoke about that english overloaded in this series, i mean it was overlaced in every scene almost like a character in itself , it left me confused as it felt so unnatural and unrelatable, really really despised the last episode it almost felt cringe . tara’s character needed a proper closure , it seemed morally wrong as well as it seemed it required a bit more expression which would have probably helped audience decipher the real ideation behind the character, loved jauhari and bulbul’s story and wish could watch more of it","{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Anger, Disgust, Sadness",High,"oh yes!! im glad someone spoke about that english overloaded in this series, i mean it was overlaced in every scene almost like a character in itself , it left me confused as it felt so unnatural and unrelatable, really really despised the last episode it almost felt cringe . tara’s character needed a proper closure , it seemed morally wrong as well as it seemed it required a bit more expression which would have probably helped audience decipher the real ideation behind the character, loved jauhari and bulbul’s story and wish could watch more of it",English
@HarshSharma-ek9kb,Guns and Gulaab,243,https://www.youtube.com/watch?v=6rfvN5Az6R8,1,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,guns and gulaab,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,guns and gulaab,English
@shakirlashari2324,Samaj nhi ata hindi ya English 90% English ,103,https://www.youtube.com/watch?v=F91nUJaonzg,3,"Bitter Sweet Revenge | Made In Heaven S2 | Sobhita Dhulipala, Jim Sarbh, Kalki Koechlin",comment,11,samaj nhi ata hindi ya english 90% english,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,No emotion,High,samaj nhi ata hindi ya english 90% english,English
@mariyajasim4905,All the Pseudo feminists supporting Tara ,103,https://www.youtube.com/watch?v=F91nUJaonzg,2,"Bitter Sweet Revenge | Made In Heaven S2 | Sobhita Dhulipala, Jim Sarbh, Kalki Koechlin",comment,7,all the pseudo feminists supporting tara,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,Contempt,High,all the pseudo feminists supporting tara,English
@nikitamishra3408,"I was looking for someone with a similar opinion . It was too preachy . People are too scared to be honest because they will be labelled immediately as casteist!
Neeraj ghaywan's other movie - Masaan was more subtle",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,reply,1,i was looking for someone with a similar opinion . it was too preachy . people are too scared to be honest because they will be labelled immediately as casteist! neeraj ghaywan's other movie - masaan was more subtle,"{
  ""themes"": [""Caste / Intersectional"", ""India Local Culture""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,India Local Culture",Negative,"Anger, Disgust",Medium,i was looking for someone with a similar opinion . it was too preachy . people are too scared to be honest because they will be labelled immediately as casteist! neeraj ghaywan's other movie - masaan was more subtle,English
@riteshsahu1008,"If.. that boy is only child of their parents.. then you will make reverse law or what...

These all are mindset which Could not be controlled by law, if physically but not emotionally or mentally..  Mindset should be changed......",359,https://www.youtube.com/watch?v=pytCSxxDvM8,0,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,reply,72,"if.. that boy is only child of their parents.. then you will make reverse law or what... these all are mindset which could not be controlled by law, if physically but not emotionally or mentally.. mindset should be changed......","{
  ""themes"": [""Gender Norms & Dynamics"", ""Emotional States""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Emotional States",Negative,"Anger, Contempt",Medium,"if.. that boy is only child of their parents.. then you will make reverse law or what... these all are mindset which could not be controlled by law, if physically but not emotionally or mentally.. mindset should be changed......",English
@sonali2140,Stunningly most beautifully captured moments in this particular wedding episode!  Radhika ♥️,21,https://www.youtube.com/watch?v=wxfvT3Hm1uk,0,"Made In Heaven Season 2|Wedding Scene| Radhika Apte,Shivani Raghuvanshi,ArjunMathur,Kalki, Shashank",comment,8,stunningly most beautifully captured moments in this particular wedding episode! radhika ♥️,"{
  ""themes"": [""India Local Culture"", ""Body & Beauty Standards""],
  ""sentiment"": ""Positive""
}","India Local Culture,Body & Beauty Standards",Positive,"Compassion, Pride",Medium,stunningly most beautifully captured moments in this particular wedding episode! radhika ♥️,English
@nakularora2659,"Naye show's jo fate thae- FARZI

AB Netflix pe aayega - Guns and gulabs

2 names- Raj and Dk",243,https://www.youtube.com/watch?v=6rfvN5Az6R8,0,Made in Heaven Season 2 & Dream Girl 2 trailer review | Hot or Miss | Honest Review | MensXP,comment,0,naye show's jo fate thae- farzi ab netflix pe aayega - guns and gulabs 2 names- raj and dk,"```json
{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}
```",,Neutral,No emotion,High,naye show's jo fate thae- farzi ab netflix pe aayega - guns and gulabs 2 names- raj and dk,English
@stevechatha4533,"""Karo kuch kaam tum bhi""
""Makkhiyaan maarke""
",275,https://www.youtube.com/watch?v=eWte05Lq-q8,0,Made In Heaven Season 2 REVIEW | Sucharita Tyagi | Zoya Akhtar | Amazon Prime Video,comment,1,"""karo kuch kaam tum bhi"" ""makkhiyaan maarke""","```json
{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}
```",Gender Norms & Dynamics,Negative,"Contempt, Disgust",Medium,"""karo kuch kaam tum bhi"" ""makkhiyaan maarke""",English
@firebird3639,Most parents dont want daughter to sacrifice their life  for them,359,https://www.youtube.com/watch?v=pytCSxxDvM8,3,Problem Of Every Girl? | Made In Heaven S2 | #primevideoindia,comment,18,most parents dont want daughter to sacrifice their life for them,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Caste / Intersectional",Negative,"Compassion, Sadness",Medium,most parents dont want daughter to sacrifice their life for them,English
@iratulbanerjee,Ayushmann ❤,58,https://www.youtube.com/watch?v=EVagJvqPG4s,0,"Dream Girl 2,Made in Heaven Season 2,Ghosh Babur Retirement Plan Trailer Review",comment,3,ayushmann ❤,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,Pride,High,ayushmann ❤,English
@shaikfaisalahmed7696,Tarra khanna she is a gold digger. ,125,https://www.youtube.com/watch?v=dg40ww15xSM,0,"Made In Heaven Season 2 review | Arjun Mathur, Sobhita Dhulipala, Jim Sarbh | Honest Review | MensXP",comment,0,tarra khanna she is a gold digger.,"{
  ""themes"": [""Gender Norms & Dynamics""],
  ""sentiment"": ""Negative""
}",Gender Norms & Dynamics,Negative,Contempt,High,tarra khanna she is a gold digger.,English
@Sam-vz9gq,"Hey guys, kudos
Even grandson of dr ambedkar, advocate prakash ambedkar liked the this series❤
Now that makes it a win-win",1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,"hey guys, kudos even grandson of dr ambedkar, advocate prakash ambedkar liked the this series❤ now that makes it a win-win","{
  ""themes"": [],
  ""sentiment"": ""Positive""
}",,Positive,Pride,High,"hey guys, kudos even grandson of dr ambedkar, advocate prakash ambedkar liked the this series❤ now that makes it a win-win",English
@Decentcop_Anurag3161,Lajawab ❤️❤️,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,0,lajawab ❤️❤️,"```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,No emotion,High,lajawab ❤️❤️,English
@Aversiontostupidity,"Seriously, constant lecturing and forced activitist stories( seems written by College going students) are hardly bearable . Jim, kalki's parts are only enjoyable. Tara's character is so disgusting that feels like she should suffer horribly.",118,https://www.youtube.com/watch?v=4gt3T2fFYQg,0,Made In Heaven Season 2 Web Series Review by Suchin | Film Companion,comment,1,"seriously, constant lecturing and forced activitist stories( seems written by college going students) are hardly bearable . jim, kalki's parts are only enjoyable. tara's character is so disgusting that feels like she should suffer horribly.","{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Anger, Disgust",Medium,"seriously, constant lecturing and forced activitist stories( seems written by college going students) are hardly bearable . jim, kalki's parts are only enjoyable. tara's character is so disgusting that feels like she should suffer horribly.",English
@akashpatre8643, @Child-of-God_7777  Your Society has evolved that is why few days ago I saw a video of a Shukla urinating on a Tribal Laborer. Thankyou for your evolution sir it must have been very hard for you guys.,451,https://www.youtube.com/watch?v=TBlOFPsxPsQ,0,Made In Heaven Season 2 Review : The Truth!,reply,2,@child-of-god_7777 your society has evolved that is why few days ago i saw a video of a shukla urinating on a tribal laborer. thankyou for your evolution sir it must have been very hard for you guys.,"{
  ""themes"": [""Caste / Intersectional"", ""Gender-Based Violence""],
  ""sentiment"": ""Negative""
}","Caste / Intersectional,Gender-Based Violence",Negative,"Contempt, Disgust",Medium,@child-of-god_7777 your society has evolved that is why few days ago i saw a video of a shukla urinating on a tribal laborer. thankyou for your evolution sir it must have been very hard for you guys.,English
@forthright4882,"How to make a Hindi Web series
1). Add some ""lgbtq"" characters...
2). Add some Hindi galis
3) add fuck for every line
4).add some intimate scenes for every episode
5). Write English dialogues more than hindi
I am bored watching this shit ",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,13,"how to make a hindi web series 1). add some ""lgbtq"" characters... 2). add some hindi galis 3) add fuck for every line 4).add some intimate scenes for every episode 5). write english dialogues more than hindi i am bored watching this shit","{
  ""themes"": [
    ""Gender Norms & Dynamics"",
    ""Body & Beauty Standards""
  ],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Body & Beauty Standards",Negative,"Anger, Contempt, Disgust",Medium,"how to make a hindi web series 1). add some ""lgbtq"" characters... 2). add some hindi galis 3) add fuck for every line 4).add some intimate scenes for every episode 5). write english dialogues more than hindi i am bored watching this shit",English
@tashilhamu4510,What about what tara did to adil? I cant even believe such women exist in real,3,https://www.youtube.com/watch?v=J9P49BEAMFo,0,The Made In Heaven Family | Made In Heaven S2 | Prime Video India,reply,1,what about what tara did to adil? i cant even believe such women exist in real,"{
  ""themes"": [""Gender Norms & Dynamics"", ""Gender-Based Violence""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,Disgust,High,what about what tara did to adil? i cant even believe such women exist in real,English
@veda6831,"Tara went for more in the divorce settlement because she wanted revenge. Adil, Faiza and Bindu deserved that ",1020,https://www.youtube.com/watch?v=RSiy3QCZ6Sc,0,4 Year Wait For This?  | Made In Heaven Season 2 Review | Amazon Prime Video,comment,3,"tara went for more in the divorce settlement because she wanted revenge. adil, faiza and bindu deserved that","{
  ""themes"": [""Gender Norms & Dynamics"", ""Gender-Based Violence""],
  ""sentiment"": ""Negative""
}","Gender Norms & Dynamics,Gender-Based Violence",Negative,"Anger, Contempt",Medium,"tara went for more in the divorce settlement because she wanted revenge. adil, faiza and bindu deserved that",English
@movieswithshoaib,Aaj mil jayenge....,8,https://www.youtube.com/watch?v=56t_j2X007I,0,Made In Heaven Season 2 Explained In Hindi | Episode 3 & 4 Explained | Movies With Shoaib,reply,0,aaj mil jayenge....,"{
  ""themes"": [],
  ""sentiment"": ""Neutral""
}",,Neutral,No emotion,High,aaj mil jayenge....,English
@rahul28ish,When weaker sections of society start getting rights they start discriminating against other weaker sections.,1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,reply,2,when weaker sections of society start getting rights they start discriminating against other weaker sections.,"{
  ""themes"": [""Caste / Intersectional""],
  ""sentiment"": ""Negative""
}",Caste / Intersectional,Negative,"Contempt, Disgust",Medium,when weaker sections of society start getting rights they start discriminating against other weaker sections.,English
@sushobhitkapil2191,"Zabardast ❤ 
Top class visuals, elegance, direction, stories, etc❤Hats off  to Zoya Akhtar and team Team should give next seasons every year❤",1572,https://www.youtube.com/watch?v=_lpxWzvII5k,0,Made in Heaven Season 2 - Official Trailer | Prime Video India,comment,2,"zabardast ❤ top class visuals, elegance, direction, stories, etc❤hats off to zoya akhtar and team team should give next seasons every year❤","```json
{
  ""themes"": [],
  ""sentiment"": ""Positive""
}
```",,Positive,"Compassion, Pride",Medium,"zabardast ❤ top class visuals, elegance, direction, stories, etc❤hats off to zoya akhtar and team team should give next seasons every year❤",English
@sma4945,​ @misslove..7587 sis they give gyan but do opposite in real life. It's hypocrisy,239,https://www.youtube.com/watch?v=Bk_n6DjDP2o,0,Sobhita Dhulipala Takes A STAND for the RIGHT THING  | Made In Heaven Season 2 | #primevideoindia,reply,0,​ @misslove..7587 sis they give gyan but do opposite in real life. it's hypocrisy,"{
  ""themes"": [],
  ""sentiment"": ""Negative""
}",,Negative,"Anger, Contempt",Medium,​ @misslove..7587 sis they give gyan but do opposite in real life. it's hypocrisy,English
